t_half_months,t_frontier_months,sovereign_floor_pct_of_c0,sovereign_floor_closed_form_pct,sovereign_floor_h100e,cap_60mo_pct,cap_120mo_pct,frontier_share_t0,c0,afr,kappa,useful_life_years,frontier_doubling_months,domestic_per_month,leakage_per_month,utilisation_ceiling,frontier_scale,dom_growth_yr
48.0,39.0,30.508085650063975,30.508085647777595,1438228.0169809358,44.37853969724959,33.28338256837139,20.833898228863177,4714251.931366004,0.15659603426373706,0.0655147444184528,5.931802567625195,5.598497274479089,30656.943882361553,7462.663761996429,1.0,226277.9571820555,0.0
inf,31.0,81.45695567965589,81.45695552947738,1210107.1164852553,86.71308645592663,82.97682013570893,7.108304308561994,1485578.618042416,0.09749533280296269,0.21237540830769086,5.094872230685784,5.048655181864493,17087.01783900481,7771.15268652419,1.0,208991.98367929013,0.0
23.0,36.0,20.149090553020425,20.14909055302035,812896.1976539921,25.792716590265623,20.549225107090074,14.488789752205303,4034406.3942485778,0.16854912981726897,0.057141996555696586,2.746258380838987,6.229516408739477,23573.00922724366,11588.478769182695,1.0,278450.1993090562,0.0
inf,55.0,78.00039065384678,78.00038930945566,1842862.94885079,85.13752562294724,80.36177522999822,44.38445542064569,2362632.973248968,0.07069959362610581,0.32769564814382407,4.565677323592835,6.338408873826425,23376.03206196446,10439.368720212822,1.0,53231.0907243885,0.0
inf,41.0,93.08645377062211,93.08645376948382,1587112.3820770322,94.54496269774111,93.41256926118537,11.783253438473032,1704987.479690543,0.1336934845302071,0.1832703601339032,4.808746384424667,5.969467532582482,23358.04719894527,15927.410361432087,1.0,144695.81670234268,0.0
32.0,36.0,30.337322125898446,30.337322125898275,1230440.2345939414,36.51848341485098,30.890863965187727,10.281973999659096,4055863.037243936,0.14747550409909238,0.18115812639303616,2.4834696549828643,6.433895767765512,41418.029609634315,7388.0898685612565,1.0,394463.45977712166,0.0
inf,24.0,121.01376056619037,121.01376056619075,1198624.9625140808,118.39916132470509,120.69977674069183,2.6104452828331643,990486.5007963073,0.08410878767706499,0.34678219068647653,2.400931500127674,4.848395644314814,27560.60091063676,14042.174319530688,1.0,379432.0100520606,0.0
inf,46.0,59.431783913477574,59.431759867415536,2706035.4770688782,74.8481722752921,65.36377072999593,15.541136927623016,4553178.953888375,0.09106362460018794,0.47674954614865445,5.381670648614014,6.525493292633353,28205.311218286563,14749.212459173668,1.0,292975.92416134605,0.0
inf,38.0,89.78593018642542,89.78593017407385,1403990.309676685,92.30978716402805,90.42931166985299,5.282893955378181,1563708.5975069087,0.13353630717074277,0.15768989325756108,5.863830013983308,6.733249115138347,24505.520071932347,7215.219263373594,1.0,295994.6973599566,0.0
39.0,53.0,25.434223557432794,25.434223557001058,1110578.755545132,38.645230521325416,27.789047151925413,83.49112164483094,4366473.9874498,0.16756874643085412,0.1793362306780464,4.558797790062409,6.18554126001083,21414.429871001328,10192.155480195523,1.0,52298.662437722014,0.0
inf,37.0,96.21051731542613,96.2105158480211,1986447.4921922267,97.48372781234008,96.68995422076961,19.38273417964526,2064688.5056024173,0.07948861301732955,0.3332905408603248,5.663605425280017,4.827450190711039,17583.857225203083,14621.447798492309,1.0,106522.04619153503,0.0
28.0,35.0,27.21416238316413,27.21416238316406,877655.8661947527,32.92527236216498,27.66731853111869,6.981936252491509,3224996.8007014943,0.08885904547618347,0.29498226517961407,2.0151779133639938,6.8706496286417975,23717.70446969722,12575.859669000207,1.0,461905.79290245625,0.0
inf,41.0,46.0293029714809,46.0293010808709,2056229.4444170066,63.17510646029009,51.48926291666732,10.120005565338381,4467218.2972030165,0.062220486680982054,0.07062358982447393,5.593732094580424,6.633987295681601,29195.71153052804,9698.154514150372,1.0,441424.49017058883,0.0
inf,52.0,230.88303573468596,230.88315766460008,2400234.2644667593,178.85846988863008,210.2740333915062,13.30793681053387,1039588.8363253048,0.08655734998835667,0.4143005699313908,5.862944637812806,6.568840440366852,27858.907339883208,9067.198976311547,1.0,78117.9570602124,0.0
63.0,43.0,33.50690183389221,33.506901672926396,1100403.4902364851,51.12328582876566,38.20248298890647,11.178156988391818,3284109.9296247903,0.136987370371691,0.21788027770325744,5.7977998130086235,6.990148998882902,17404.907694518537,6674.821638179836,1.0,293797.08417364693,0.0
inf,30.0,157.54959250720106,157.54959256930837,1462090.3342655697,142.87900248399617,153.84829399538938,4.164775359612307,928019.1151232222,0.06786516959198659,0.3520777296459481,3.6724833811453315,5.209351373427553,16730.294932624372,16446.400124013242,1.0,222825.73128016447,0.0
inf,44.0,50.86526926881556,50.86522422845402,1803356.746427832,70.06814905189617,58.47271218428931,21.564589432635163,3545359.6773416325,0.07529592404502726,0.46972141494785147,5.441752509575444,5.948738337355519,16395.809369685063,11220.219755916582,1.0,164406.54659421422,0.0
32.0,29.0,22.2627598084181,22.2627598084023,661936.2102954655,33.31674781027331,23.838562730197353,7.113327757510838,2973289.0979903177,0.12412539870457728,0.06149568747065762,3.6341386790584305,5.426527144405892,14261.527976160434,6924.918973542278,1.0,417988.48574787995,0.0
inf,35.0,71.89051881844367,71.89051881840055,1195400.3639822088,76.42608047386508,72.63043693603876,16.79937798494085,1662806.7005624757,0.13213092043099106,0.1107554722813103,3.9021248301695106,4.929245268348866,27555.889459019287,8136.8944085742205,1.0,98980.25403399067,0.0
inf,42.0,50.29015310673432,50.290153106715266,1267560.5106866346,57.611434145198906,51.37928792971104,20.666976820348886,2520494.43555362,0.11942212831196278,0.17959688670460094,3.150050710791342,5.94592953933029,25199.85683023433,14615.872124728327,1.0,121957.57790137545,0.0
48.0,33.0,25.532847926648927,25.532847872520183,1202621.0395245447,43.69091194509151,30.000662292271784,14.593113184780146,4710093.613448249,0.12137491887957833,0.3955275036449684,3.845803182603492,4.9908123258640495,16391.68334031711,11574.177517798926,1.0,322761.3980518311,0.0
inf,45.0,74.71703830659499,74.71703830495304,1261274.3924863935,79.8879717124452,75.80128042260328,17.713454341766965,1688067.9709370462,0.07013053793821121,0.39663003695454724,3.2425193946834865,6.240333610383939,24551.750628523343,7863.228768019686,1.0,95298.63223553813,0.0
56.0,44.0,31.26657747134307,31.266577428406183,1487438.6923368871,47.9365453852184,35.32565501620461,34.95786881967357,4757280.177851821,0.12442394771583105,0.12751896180311825,5.470076717193699,5.708931425592181,21688.394416424944,13016.39178745986,1.0,136086.1041727613,0.0
inf,34.0,184.0878798851572,184.0879131841398,3231958.850971526,152.4535150585011,172.25262159548416,6.574097974764124,1755660.8577315225,0.08101705945312274,0.41281697580033777,5.197949951294135,5.138928275575477,38316.882540237864,14463.997100786566,1.0,267057.30040394096,0.0
inf,48.0,62.00760161010428,62.00760159976144,1395498.9318376218,70.66429532953057,64.0029353544532,37.01561141328954,2250528.7990532797,0.15450578117003097,0.2126390120572121,5.3969440560980075,5.862503408485946,26973.216297133582,6891.227873774509,1.0,60799.44955995737,0.0
inf,38.0,261.49623680381944,261.4962388527288,2572733.317798937,213.24133742423643,247.14238024052136,5.983826002042593,983850.9912205971,0.08198774968149916,0.49508290868877514,4.165591095433756,5.461836091954817,42077.925853539855,9390.026693405513,1.0,164418.38230001292,0.0
91.0,37.0,44.9610055633791,44.9610055606429,1467880.87795906,56.19265417931383,47.27189469772236,12.254672231934501,3264786.5846547126,0.08308506839292239,0.20066171067158603,3.4524812111912007,5.685560741363183,25566.59446070226,12779.745055624033,1.0,266411.57942576316,0.0
inf,34.0,63.724952009066136,63.7249518250085,1285453.4799822685,73.64500313587251,66.50632741735211,4.273266445066788,2017190.1891732886,0.09972425616503419,0.44696066529709033,3.9738293853068725,6.643131855745714,16575.34471972853,10381.304052997799,1.0,472048.77465621295,0.0
inf,44.0,89.20004111236753,89.20004111165059,2142353.128874714,91.39564813315042,89.66134743972522,25.669975706094952,2401740.068904159,0.10557905546656897,0.15335076803825112,4.083177284141461,5.556580265684755,39302.96952636829,15878.209654622919,1.0,93562.22601854282,0.0
23.0,30.0,20.91286506401874,20.91286506401873,687912.6839623238,26.480784686202608,21.30707976886159,10.229802727045389,3289423.4331665053,0.1607066611111741,0.10628617633102987,2.4974221728736703,5.472035021689904,13476.362544992739,16350.75722407423,1.0,321552.9684135531,0.0
24.0,36.0,11.792270932706941,11.792270932704874,564589.2709060165,22.61169033307027,13.128359154490035,19.331039763543068,4787790.868509275,0.13459044454082325,0.19637813203505877,2.8558619038928827,5.815251755163546,15818.701463967776,3636.380652703121,1.0,247673.7375264573,0.0
inf,32.0,60.6848257790657,60.68482571093672,2009099.399549229,70.79956976926697,63.32278143169727,8.350110601178544,3310711.32487671,0.15334391405212855,0.30645944718088447,5.474822555321729,5.176462352603271,38538.048785397776,6201.622136877087,1.0,396487.12250702793,0.0
inf,47.0,103.63950603257723,103.63950603266834,1499497.6342864332,102.76458244617234,103.47009968975007,17.97135027383708,1446839.8120453148,0.1628267306997425,0.4817028727863092,3.26210504911971,6.152876967748975,26366.076755914706,14474.816355554049,1.0,80508.13044090754,0.0
inf,33.0,61.9131182766518,61.91311827660865,1209604.9333571612,67.97164777278599,62.881874167688714,9.381884002512063,1953713.4730513454,0.1328426688419639,0.06725558629203265,4.105058319989855,5.196196436468127,24070.169599090932,12399.766695806833,1.0,208243.19214863726,0.0
35.0,43.0,28.61091858537115,28.61091858536812,1274062.971330125,37.68744787291372,29.775339162613136,66.15207074137784,4453065.592873195,0.10989571734263039,0.2208937303517964,2.634223265659892,5.146145566173526,37063.59469072864,6072.842927562968,1.0,67315.58880873886,0.0
inf,42.0,71.63580762837142,71.63580762336946,1299230.7923649342,77.85873040120464,73.03012713556687,27.52901041504847,1813661.1219699194,0.14631440421663314,0.30587802202583564,4.349061709292135,5.325236587838513,20743.59438600349,11435.680896637688,1.0,65881.81320816744,0.0
46.0,38.0,36.52438833762678,36.52438833762249,810500.5423242599,44.84496549438291,37.62683428530439,10.150956990195086,2219066.7091590865,0.07555000668053047,0.26755744738245,2.515678156884828,6.559050432811768,21114.49771032501,5733.814215229156,1.0,218606.65071308115,0.0
81.0,41.0,33.104839989695805,33.10482584711517,1354911.6318833681,56.93251854483464,41.66195686601745,9.68016341477853,4092790.154868887,0.10646316310395135,0.46738791632677873,5.345837135744583,6.7679278184832565,18300.452004406652,4754.736447282615,1.0,422801.76268723916,0.0
95.0,46.0,48.24624729684731,48.24624729684684,1375147.1694901774,54.28931619318056,48.95544748378652,20.974591792657517,2850267.63020393,0.1192105978488626,0.0761325990700595,3.05603458332801,6.578187001708667,34554.8461431519,13807.711590395362,1.0,135891.447060329,0.0
49.0,55.0,23.213439669343394,23.213439349018326,950764.5941450499,44.24590409323662,29.027929617641462,72.46669761327905,4095750.5983082205,0.14893752563548437,0.48516258299879556,4.561213810935316,6.5005442357280785,16308.392321430556,3991.016889038752,1.0,56519.073356499975,0.0
54.0,43.0,37.75683093846729,37.75683093837936,1742343.5201781318,47.78139425741897,39.383470390188364,48.57124355152155,4614644.494442999,0.11238691033744481,0.17534561543910404,3.2918675160592876,5.339004406175206,39379.487028323616,12875.234960944741,1.0,95007.7485569842,0.0
111.0,51.0,46.09406383202808,46.094063800955794,1789966.5240762876,59.07787082337457,49.23901783675117,34.41397236676095,3883290.7651604027,0.1378718907269112,0.14367019989266236,5.775934910696192,6.586617147833515,35758.91869199885,6170.767009902979,1.0,112840.52662607223,0.0
inf,37.0,55.76510162352163,55.765101623521474,1363048.5238540373,59.44906528968846,56.08218746496591,6.495213295140753,2444267.9815347195,0.15225649432045582,0.4499543699486086,2.0806266503332593,6.660087744781907,42334.81472685039,12258.053709994123,1.0,376318.3548357593,0.0
inf,35.0,326.8743253328213,326.87433871557676,3107161.7618388343,251.97531575352534,302.18661159640396,2.22601709317166,950567.7017230224,0.0773144788012994,0.24925068485087268,5.120325710766171,6.295854339752532,41399.710089705404,15758.045096276373,1.0,427026.2365185348,0.0
75.0,42.0,34.99227143912689,34.99226981398213,1045522.2066356053,55.04133267967636,41.23794862172143,47.364964229161764,2987866.0733825536,0.07351979115016051,0.34375084106375864,4.328890579725126,5.059649362571612,13714.867425313329,6411.96297197299,1.0,63081.77620332663,0.0
60.0,44.0,39.420704409243356,39.420704408971325,1570023.6236336597,49.93301463447953,41.26348710816154,17.164055659313043,3982738.6323049087,0.12061990862712924,0.2592241933877752,3.264669330234838,6.541388420507304,40953.106325599605,4228.238784145279,1.0,232039.4848022947,0.0
26.0,25.0,26.650312149032562,26.650312149032633,676840.1892503954,31.424144360397925,26.96378818188493,5.971721837238865,2539708.2985947896,0.12732476183480887,0.15875913034875203,2.063012192119938,4.928133868136592,18867.460493377916,11356.217108178114,1.0,425289.11557090713,0.0
65.0,31.0,36.765813195402444,36.76581317179135,769806.1175028338,51.5349557432612,40.24159690046638,5.824147866958233,2093809.5763351643,0.07402646685252205,0.2428406008239406,3.5702509823642288,5.800059306162779,15523.08171730354,2903.9466480077695,1.0,359504.87936850655,0.0
86.0,51.0,43.991559444116774,43.99155943983979,1685081.7188503505,55.73901016503704,46.47894291564726,61.169791160564635,3830465.9806182557,0.10441239269957198,0.24993301186594202,3.6385386891569365,6.000796455303938,39875.464645816704,3389.7365514232592,1.0,62620.22328249679,0.0
inf,46.0,75.47939583979583,75.47939582492215,1999898.7466399225,81.33564957433272,76.90394321027907,11.995642428500638,2649595.5941203944,0.10522057645931744,0.229942107700256,4.272916758925724,6.796633990405762,33063.492416317706,13712.793573301393,1.0,220879.8411517484,0.0
119.0,47.0,47.324996664947356,47.32499665670526,1617045.1892819847,58.97662263563509,49.911962427068644,36.632461285320545,3416894.4600891997,0.13902621820842703,0.08286939063625405,5.786508420157027,5.869815600636501,27999.92135139821,12133.297567477697,1.0,93275.04459708327,0.0
26.0,29.0,23.19182088081068,23.191820880810553,620598.3281546629,29.624000302225937,23.735815636934085,6.727766135149197,2675936.1903668237,0.08319533881621033,0.3947133342152956,2.06613825403253,5.61729532889097,13367.947563648651,11662.578464938872,1.0,397745.1261848122,0.0
inf,39.0,91.92279492769852,91.92279492184274,2240612.1266711494,93.84744485392903,92.3970510757095,16.51927325005091,2437493.473118929,0.10494518086078401,0.1273196578460136,4.9474718174882435,5.302838950462369,39469.16428683652,12371.91300279107,1.0,147554.5222978509,0.0
74.0,52.0,38.90838500004617,38.90838494583006,1637686.4011473462,53.96450997538291,42.66329912428339,31.029668757944926,4209083.469142713,0.12839735672156313,0.4615411729782901,3.747874162082662,6.831693639405932,25132.084835898007,12614.464944138565,1.0,135647.0641687081,0.0
inf,48.0,53.65672228404835,53.65672228402363,1407210.2409817071,60.63878134675501,54.71814875133057,44.57242644663011,2622616.852241192,0.16144755802114244,0.1482598226620608,3.9752330147185546,5.831969309039741,30182.570516649383,13490.282507661615,1.0,58839.44539975733,0.0
49.0,47.0,40.161941623647635,40.16194162364754,1136027.9203133793,46.48399957336455,40.8349012243184,37.74655147551939,2828618.0258886637,0.15602709539201812,0.13055008076582955,3.0328518415506798,6.162114476457861,38384.54248060715,3430.214754062196,1.0,74937.12446084434,0.0
inf,39.0,121.39281685511732,121.39283327702637,2426163.8718366553,112.85501997129394,118.05805902732243,10.858075136708315,1998605.794552316,0.08581132258532834,0.4272516233859346,5.62427008958187,5.5190321150420365,25661.630686185395,12234.360516822253,1.0,184066.30727720348,0.0
inf,50.0,131.93856135796017,131.93856157118773,2243561.9669775106,122.73073078280277,129.3156860800075,25.803191316782268,1700459.6259698048,0.11404839782407454,0.22608043727971394,5.41027301939609,5.947822995075698,42811.5654837244,3838.791787901456,1.0,65901.1362235583,0.0
72.0,48.0,43.05629965762729,43.05629965743595,1865599.0876650314,52.69471730298213,44.71417394894521,21.93757806905343,4332929.44934841,0.16063293490648353,0.4682771384357575,2.948814267821378,6.874264186615415,43129.80822239621,11318.389735165767,1.0,197511.75064583455,0.0
inf,27.0,91.38967728954674,91.38967728916273,811873.2454565013,93.08187090434078,91.73607322096899,1.8716724021076039,888364.2765082445,0.1520298999040231,0.1474445465502212,5.113201773430365,6.366461536489461,13859.31568834021,7395.578999484985,1.0,474636.62738623406,0.0
inf,33.0,61.643267857105336,61.643267857099374,1687470.9069311072,66.90098724973255,62.37992842957212,10.29442354330877,2737478.0176203786,0.13454685310638947,0.3405946196785074,2.6434898260621074,5.236248259124637,44100.642825461226,10737.751519378202,1.0,265918.5340591218,0.0
inf,46.0,53.81279639106042,53.812796387260775,1750116.8155941656,63.580634846545315,55.890827789259625,42.177937186517525,3252231.686448656,0.12329731677197855,0.11574529148004725,4.7555029995035145,5.585121469216509,36885.65189538825,7801.409227081441,1.0,77107.41452496294,0.0
inf,43.0,83.27014861258462,83.27014861258421,1480939.3244691826,85.14782457899686,83.48471801212415,33.288752036542725,1778475.659217652,0.1179340700027167,0.08798999835594824,2.9458055158517316,5.208126293296495,41464.1240330687,11276.017390846255,1.0,53425.723417487396,0.0
35.0,39.0,22.38654049332727,22.386540493126393,895637.669703236,35.41575144254401,24.587590079932106,9.8523273006422,4000786.40989749,0.11895110161451107,0.18962494745219138,3.421834566398713,6.959001369861059,21978.4684648679,4302.043813673301,1.0,406075.26402789203,0.0
28.0,33.0,16.483974477998302,16.483974477989598,559780.4960150452,27.754343765141215,18.02089546584917,10.416360215887966,3395907.320544584,0.1639730112059841,0.3424724880407306,2.8441357282589634,5.800346558700625,14975.171387208138,3465.4755848408468,1.0,326016.6939469741,0.0
inf,41.0,93.84513478579241,93.84513471822741,1925414.2971858948,95.49112377351133,94.33356792427061,34.87032206312496,2051693.251419775,0.11947589216697786,0.4289261580965047,4.574991129880736,4.8754394350971,33447.06570029476,5384.087661440177,1.0,58837.80619248772,0.0
inf,36.0,94.48525317576471,94.48525317359837,1838692.1418135148,95.66462045826547,94.76557711468563,4.0446770147369575,1946009.6470219712,0.1712041235450619,0.29738410808074794,5.474958968125662,6.794626834189946,33958.48076011109,9790.375543758117,1.0,481128.5647609438,0.0
28.0,42.0,20.146694713740953,20.146694713740242,856148.0254018565,29.331157472164353,21.212005184487744,33.06640422308459,4249570.649511679,0.12037857275417327,0.22003498085816992,2.554492310118011,6.012722314787744,27313.33546673239,3079.6841941974494,1.0,128516.2614247888,0.0
inf,28.0,51.05485610449859,51.054856104498214,596188.5348162552,54.73846187527652,51.33735367833594,5.5975165473104775,1167741.0932193839,0.15241849967785484,0.2623582969592813,2.1049855021231614,5.193051449389965,22234.47538888358,2970.834162236614,1.0,208617.71168509824,0.0
inf,37.0,67.65790263040734,67.65790263027172,1377396.7182437207,73.24243179812382,68.6323055889926,6.087262004236689,2035825.3281482602,0.16847764622026754,0.12763243255780912,4.880913018520861,6.54117516420333,33956.09249056517,5679.039514497576,1.0,334440.2338409848,0.0
inf,36.0,68.08593621834483,68.08593615738424,1702204.4355922374,76.40832551488863,70.26948298115684,5.358680630541516,2500082.2932557426,0.08016305217104146,0.09367612652251957,4.844291360665679,6.543466233703469,23495.17012945309,14116.34792462514,1.0,466548.104958272,0.0
53.0,46.0,28.32920565906655,28.32920557485945,820556.0695743562,46.39937913555857,32.91956935948495,25.67840041120571,2896502.215591574,0.14303559168220253,0.29985226536707577,5.007028931633181,6.476359212999307,14295.70472938698,4330.832359755215,1.0,112799.16853105769,0.0
inf,60.0,60.25568423465172,60.255642105988706,2789894.8468304467,75.97883367907355,66.54408826356007,68.24386815797328,4630094.043851284,0.0778632135101729,0.3924008915513793,5.770230177953296,6.640000247989972,36071.66189009231,6400.012167859465,1.0,67846.30134290426,0.0
inf,44.0,155.73597296359821,155.73597296359856,1393585.6390386955,151.16876732132914,155.37209927379098,12.410328871346886,894838.6249620265,0.16715506088235532,0.4877018455516814,2.0183611974676947,5.8176533642739185,44026.22832830777,13511.608176011468,1.0,72104.34423120249,0.0
inf,28.0,76.25329327165792,76.25329327165792,1252594.4420393743,78.5212377251894,76.47666464060437,3.624134799522029,1642675.8613256416,0.15422925549430863,0.2235465586428263,2.545391670406512,5.606335218860604,43067.37744746525,4739.07848912179,1.0,453260.14406039385,0.0
62.0,52.0,42.029087711593725,42.02908771157671,1355539.8288964464,50.44031831961796,43.25739059215788,58.75869327408097,3225242.0947089,0.1628505669795824,0.12706348878915347,3.990182928791182,6.178275993337548,27049.394797660105,15884.416176502282,1.0,54889.61573166205,0.0
inf,32.0,96.27883759584859,96.27883759513874,1518026.2674813846,97.0668407778463,96.45684936749504,5.651612743298599,1576697.75143488,0.09703000255460476,0.1024416382889852,4.491014705777291,5.490086203775334,27310.66811714472,9951.537915004239,1.0,278981.9159680482,0.0
inf,35.0,49.415396759331124,49.41539675918163,1664955.932266251,57.904424472110186,50.8631849831077,13.64999636518977,3369306.008763062,0.14687431600868964,0.3726825605985607,3.0908668002990947,5.285276978215172,36550.1103914564,12207.53095144317,1.0,246835.67076658484,0.0
inf,47.0,109.97106233696476,109.97106233804075,2085535.3013793225,107.71096725626339,109.48326418507226,32.835396797609555,1896440.0789263886,0.11879134293360263,0.24189641552188215,3.9770884306492555,5.505794776622829,40473.885716931465,12410.691740574854,1.0,57755.96654475182,0.0
inf,46.0,129.52649600571416,129.52649601054148,2185675.772992294,122.87068420883817,128.0461048612132,22.394814245453862,1687435.2664460796,0.10249712707307129,0.18833435432736978,4.063411452880963,5.665496180721575,41802.97298691195,12492.10782428383,1.0,75349.37543804938,0.0
inf,47.0,66.47619389113468,66.47619178051632,2889013.503536653,77.37202187061582,70.08838514755001,13.089332305037125,4345936.995532372,0.07454776164494542,0.48433070349198665,4.570513376268801,6.903389867334547,40892.29948243822,11782.55295337635,1.0,332021.2898758739,0.0
inf,27.0,93.8239289861918,93.8239289861918,954173.11738695,94.27327902304022,93.86392460270237,3.989261653152685,1016982.6905536826,0.12187710631135257,0.3139106574072663,2.108888849795311,4.95905703129596,24690.36319677455,13014.054680265375,1.0,254930.05447511032,0.0
inf,52.0,192.90539528512048,192.90540392074834,2941035.888917796,161.2309323210656,182.14514900995184,23.068762441873858,1524600.1204740016,0.06595913672276336,0.2296282811557429,5.107340005233706,6.023451500042158,39886.988820915576,12739.133768969681,1.0,66089.37624267978,0.0
inf,53.0,60.16380370479859,60.16379592116847,2662349.9188229297,74.21756107905486,65.18597208711967,30.942531406537995,4425168.880422007,0.10583012933213004,0.41846797130496655,5.5848187084335565,6.646035455816774,34020.320541024885,11481.883297151806,1.0,143012.50347885216,0.0
46.0,44.0,22.69557608290039,22.695575996443335,1050740.310957384,42.202691443862285,27.633247169398867,33.59180898628875,4629714.210026363,0.06876147728209372,0.1129266941571362,4.314010591810891,5.869798721691133,15072.37327682639,8770.105641583596,1.0,137822.71183776035,0.0
inf,39.0,53.87040638493323,53.870406384933226,970425.6771721764,57.73752957556917,54.198722633215155,8.962002296152516,1801407.7529654396,0.06462484925980104,0.1854077758155922,2.0692896752056447,6.698526647335043,33888.43284158757,5192.033948533525,1.0,201005.05371872126,0.0
inf,28.0,64.62836269077886,64.62836269077859,701182.803674654,67.40278445303677,64.85523535798133,6.12136751064848,1084945.9501697982,0.1530514557732857,0.40216826968660174,2.0389141195968854,4.981184864309282,23842.529179469202,4815.813879027795,1.0,177239.1460376249,0.0
inf,27.0,84.73213092490437,84.73213092490394,1166867.4378042547,86.41157945058275,84.92412667285294,3.1768939418187894,1377125.0941846552,0.15779318843047707,0.18625479968326292,2.9714143184285207,5.457438918733261,26405.257825183013,15258.319464389473,1.0,433481.60794950667,0.0
100.0,38.0,45.49879341034722,45.49879340040094,1341297.2702959024,57.68988245693401,48.23325990880809,9.89133424443484,2947984.264547262,0.12158435936381878,0.062288245394483854,5.420629343315833,6.234160461112296,17981.594875547675,15069.909942473716,1.0,298037.0687812805,0.0
52.0,32.0,41.800473464871125,41.80047346487107,894852.5503317444,47.67366007182498,42.39941878338666,13.465344730084784,2140771.3266304825,0.13040854258651516,0.1830734666497432,2.5413702406279586,5.069845234749772,19643.375335940098,13966.36670394495,1.0,158983.774239919,0.0
inf,44.0,75.61050738973717,75.61050726598697,2172978.932856567,82.28374696403593,77.48147395561004,9.435384298927405,2873911.322477796,0.06672901872550904,0.4061577291333644,3.9737126978937516,6.832118676053804,34141.73772208593,11428.13388379443,1.0,304588.68779775046,0.0
65.0,40.0,40.54958666677847,40.54958666633696,798611.72456333,51.21858254801662,42.48365971067484,24.576952595961373,1969469.457545958,0.0672230359014597,0.25113101917671893,2.9697554130160264,5.538010807769371,14406.80837715804,8002.773487575949,1.0,80134.81125685178,0.0
inf,31.0,155.99866066946487,155.99866067042544,1613114.6605876454,145.13747690435034,153.92011469834472,4.3383293769521165,1034056.7371956906,0.15116020483727963,0.4940374117499566,3.049169869861458,5.225186815452529,28697.350277849582,15556.284385675395,1.0,238353.67196627308,0.0
51.0,31.0,36.439777370578206,36.439777370500636,1183150.7217769872,46.554447575262984,38.06533913507318,10.700391586227905,3246865.9447197206,0.09383712427777041,0.25505479871021197,2.8068871005233764,5.084880558197221,19733.498256821473,15995.368366806468,1.0,303434.31065631716,0.0
112.0,37.0,46.905179367916524,46.90517936181779,1838410.210597459,58.35096538433281,49.39552550568919,8.638325921884498,3919418.3571440396,0.1615276781698361,0.2328929352147078,5.07680810449599,6.237649042417658,41170.98934319991,5196.840980315579,1.0,453724.29711346165,0.0
inf,38.0,64.65136325515668,64.65136325487359,889752.6202740067,70.99283428985851,65.80717806882853,6.722063911883876,1376231.8000356148,0.11626282098074153,0.3602226588325526,2.9719517257705665,6.651940398720411,22163.22678556353,2915.5564021877794,1.0,204733.51906139823,0.0
inf,35.0,76.13933149394198,76.13933145462723,2206873.644895715,82.14942352481826,77.75471346553518,8.605549241447003,2898467.325092426,0.08674345724024808,0.3364224238719647,3.7255043308686884,5.514102098977789,40145.084538188865,9278.995787865308,1.0,336813.7516583492,0.0
inf,46.0,66.89295992555105,66.89295988418421,1166253.5606228078,75.24113426242495,69.02297168086109,23.425613017762434,1743462.334333534,0.08492736187745106,0.20205324208233771,4.216282192804127,6.056284449945331,20562.621509224282,5789.111390632446,1.0,74425.47322076722,0.0
inf,44.0,87.42805520237124,87.42805520237108,1591196.5436193747,88.85554457841955,87.5994872358019,8.963022516990332,1820006.7929410124,0.14762543427999814,0.23653708991604874,2.7868532344144943,6.917296981186723,42660.84351658953,12946.458513517042,1.0,203057.25992442862,0.0
inf,55.0,59.30790291518721,59.30790289499076,1654759.2768716041,68.93980110261842,61.61903056520991,44.89957477535494,2790115.9803913133,0.062417848515548734,0.30414284412329007,3.544839822158244,6.59340447615123,25086.501581232158,13814.157765076801,1.0,62141.2562223816,0.0
inf,47.0,83.50845668334456,83.50845665879876,2495119.3411893337,87.69989937850123,84.59072882232296,14.199809061643942,2987864.271819282,0.11808747639105817,0.12782644786592112,5.64621067480428,6.608567745811096,43557.81817728814,12261.432383243553,1.0,210415.80621601475,0.0
inf,40.0,76.26486601192416,76.26486601146534,1163753.414439273,80.78806312471983,77.13909701336351,8.473382472424184,1525936.483330762,0.15247202781300914,0.13563706059496697,4.901082572581088,6.399344713544541,26787.21810396883,4764.061832754022,1.0,180085.87341557836,0.0
inf,33.0,49.28988649100571,49.28988648118354,1129989.7611507438,60.635660619407425,51.84555503365026,8.79260923286436,2292538.7774162176,0.12965693171201678,0.15551249837635203,4.938124369389566,5.414362652492304,19967.42592348774,7852.045042331145,1.0,260734.75082315007,0.0
33.0,36.0,34.47272942270787,34.47272942270791,550191.8525165818,39.13396748508809,34.80851648222591,10.13320178802024,1596020.5696801005,0.1687629609234048,0.2205102348678477,2.2296594720900025,6.428148090487924,14305.722174075117,9486.110304378459,1.0,157504.07453318077,0.0
inf,45.0,104.24225756464945,104.24225758591683,2167306.1464187126,102.92931050368672,103.87768876086511,41.23769819370485,2079105.150878551,0.11694303105987111,0.2928350809155387,4.8773316801571305,5.1086647735419985,35756.08785696668,10260.437090305324,1.0,50417.58492708347,0.0
