afr,useful_life_years,kappa_star
0.06105776186342593,2.0,0.12600263179500518
0.06105776186342593,4.0,0.25200526359001035
0.06105776186342593,6.0,0.37800789538501556
0.0907615379050926,2.0,0.1902957693409888
0.0907615379050926,4.0,0.3805915386819776
0.0907615379050926,6.0,0.5708873080229664
0.17285947446469907,2.0,0.3795613526872428
0.17285947446469907,4.0,0.7591227053744856
0.17285947446469907,6.0,1.1386840580617283
